team_name_1,team_1_pf,team_1_pf_timestamp,team_1_pa,team_1_pa_timestamp,team_name_2,team_2_pf,team_2_pf_timestamp,team_2_pa,team_2_pa_timestamp,team_1_adj_pts,team_2_adj_pts,total_adj_points,team_1_win_percentage,team_2_win_percentage
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,2024-06-25 10:40:09,,2024-06-25 10:40:17,,,,,
